[00:00.000 --> 00:10.000]  So
[1:38:02.080 --> 1:38:04.080]  The fact is, Kirk Voltaim,
[1:38:04.080 --> 1:38:09.080]  Secretary General of the United Nations from 1972 to 1982,
[1:38:09.080 --> 1:38:14.080]  was a top-level SS officer, a death camp operator.
[1:38:14.080 --> 1:38:15.080]  Yes.
[1:38:15.080 --> 1:38:18.080]  And the United Nations attempted to protect him.
[1:38:18.080 --> 1:38:20.080]  These are the same people that sit around
[1:38:20.080 --> 1:38:22.080]  and talk about America's civil rights
[1:38:22.080 --> 1:38:25.080]  and America's human rights.
[1:38:25.080 --> 1:38:27.080]  It's all an excuse. It's a package.
[1:38:27.080 --> 1:38:28.080]  It's a facade.
[1:38:28.080 --> 1:38:35.080]  Again, Kirk Voltaim, Secretary General from 1972 to 1982.
[1:38:35.080 --> 1:38:37.080]  And this fact cannot be ignored.
[1:38:37.080 --> 1:38:39.080]  This is the history of global government
[1:38:39.080 --> 1:38:41.080]  and pushes for absolute power.
[1:38:41.080 --> 1:38:43.080]  And we have the same type of individuals
[1:38:43.080 --> 1:38:45.080]  here in our nation today.
[1:38:45.080 --> 1:38:47.080]  There you have U.N. peacekeeping forces
[1:38:47.080 --> 1:38:49.080]  in Somalia and Rwanda.
[1:38:49.080 --> 1:38:52.080]  Torturing, burning, making children drink saltwater,
[1:38:52.080 --> 1:38:55.080]  eat worms, cutting people's heads off.
[1:38:55.080 --> 1:38:57.080]  This is the modern United Nations,
[1:38:57.080 --> 1:39:00.080]  but you won't see this in the mainstream press.
[1:39:00.080 --> 1:39:02.080]  This is a push for empire.
[1:39:02.080 --> 1:39:04.080]  They also give awards to China.
[1:39:04.080 --> 1:39:06.080]  We've already gone over China's human rights,
[1:39:06.080 --> 1:39:10.080]  the slave labor camps, the euthanasia, the infanticide.
[1:39:10.080 --> 1:39:15.080]  And they've given awards to organizations like NAMBLA.
[1:39:15.080 --> 1:39:17.080]  They've allowed them into the United Nations.
[1:39:17.080 --> 1:39:19.080]  See, I have photographs here,
[1:39:19.080 --> 1:39:20.080]  and I have other ones.
[1:39:20.080 --> 1:39:22.080]  I actually have colored copies of these,
[1:39:22.080 --> 1:39:24.080]  but I just brought these of them burning Somali children
[1:39:24.080 --> 1:39:26.080]  and putting them in cages to die.
[1:39:26.080 --> 1:39:28.080]  These are Belgian U.N. troops,
[1:39:28.080 --> 1:39:31.080]  of them making them eat vomit and worms of saltwater
[1:39:31.080 --> 1:39:33.080]  and cutting their heads off.
[1:39:33.080 --> 1:39:34.080]  In fact, if you have time,
[1:39:34.080 --> 1:39:36.080]  I'll try to show you some photographs of that.
[1:39:36.080 --> 1:39:38.080]  What do you think about that?
[1:39:38.080 --> 1:39:39.080]  Torture.
[1:39:39.080 --> 1:39:41.080]  This has been in the Village Voice, the New American,
[1:39:41.080 --> 1:39:43.080]  both sides of the spectrum,
[1:39:43.080 --> 1:39:46.080]  and it hasn't been in your mainstream press.
[1:39:46.080 --> 1:39:49.080]  These people have been punished by their respective countries,
[1:39:49.080 --> 1:39:54.080]  but not by the United Nations at the Hague.
[1:39:54.080 --> 1:40:00.080]  Well, so, wait, describe to me again,
[1:40:00.080 --> 1:40:03.080]  like what exactly is going on in these pictures?
[1:40:03.080 --> 1:40:06.080]  Well, this young man's being forced to,
[1:40:06.080 --> 1:40:08.080]  by Belgian forces in Somali,
[1:40:08.080 --> 1:40:11.080]  to drink a mixture of saltwater vomit and eat worms,
[1:40:11.080 --> 1:40:14.080]  and then it also talks about how, in the Village Voice,
[1:40:14.080 --> 1:40:19.080]  how they got, actually had the entire article at home,
[1:40:19.080 --> 1:40:22.080]  how they got them inside so that the Hutus,
[1:40:22.080 --> 1:40:25.080]  they got a whole group of Hutus inside a building,
[1:40:25.080 --> 1:40:26.080]  and then left the compound,
[1:40:26.080 --> 1:40:29.080]  and then let the rivals come in and kill them.
[1:40:29.080 --> 1:40:34.080]  So the American public has been...
[1:40:34.080 --> 1:40:35.080]  They haven't been told about it.
[1:40:35.080 --> 1:40:36.080]  You can actually get this issue.
[1:40:36.080 --> 1:40:37.080]  No.
[1:40:37.080 --> 1:40:39.080]  Well, then how did you get this issue?
[1:40:39.080 --> 1:40:42.080]  Well, I mean, these are, in Europe, it's widely reported.
[1:40:42.080 --> 1:40:44.080]  So you're talking about the atrocities,
[1:40:44.080 --> 1:40:45.080]  but you don't think that's the issue.
[1:40:45.080 --> 1:40:47.080]  You think these people are just being Machiavellian
[1:40:47.080 --> 1:40:49.080]  and trying to hurt the UN by showing these pictures?
[1:40:49.080 --> 1:40:51.080]  Yes, I do, actually.
[1:40:51.080 --> 1:40:52.080]  So you think these pictures are just,
[1:40:52.080 --> 1:40:53.080]  it's kind of a good thing that the press has ignored them
[1:40:53.080 --> 1:40:55.080]  because the press, the mainstream press,
[1:40:55.080 --> 1:40:57.080]  understood that these people were just trying to manipulate,
[1:40:57.080 --> 1:40:58.080]  so they haven't shown us these pictures?
[1:40:58.080 --> 1:41:02.080]  Well, it seems as though if this was actually such a big deal
[1:41:02.080 --> 1:41:04.080]  as this new American makes it to be,
[1:41:04.080 --> 1:41:07.080]  it seems like it would be definitely a more widespread amount of money.
[1:41:07.080 --> 1:41:08.080]  Let me ask you a question.
[1:41:08.080 --> 1:41:10.080]  Are you familiar with what Pol Pot did in Cambodia?
[1:41:10.080 --> 1:41:11.080]  Killed over two and a half million people.
[1:41:11.080 --> 1:41:12.080]  You didn't hear much about that?
[1:41:12.080 --> 1:41:14.080]  Yes, I did, actually.
[1:41:14.080 --> 1:41:16.080]  Are you familiar with Kirk Waldheim,
[1:41:16.080 --> 1:41:18.080]  who was the Secretary General of the United Nations
[1:41:18.080 --> 1:41:20.080]  from 1972 to 1982?
[1:41:20.080 --> 1:41:22.080]  No, I'm not familiar with that.
[1:41:22.080 --> 1:41:23.080]  Do you know who he was?
[1:41:23.080 --> 1:41:25.080]  He was a high-ranking SS officer in World War II,
[1:41:25.080 --> 1:41:27.080]  and the United Nations knew it,
[1:41:27.080 --> 1:41:29.080]  and they fought to protect him,
[1:41:29.080 --> 1:41:32.080]  but the world community demanded that he be taken out.
[1:41:32.080 --> 1:41:34.080]  Well, I remember that name,
[1:41:34.080 --> 1:41:37.080]  and that's historical fact, Kirk Waldheim.
[1:41:37.080 --> 1:41:38.080]  Okay.
[1:41:38.080 --> 1:41:40.080]  Really, remember that name, Justin?
[1:41:40.080 --> 1:41:41.080]  It's Kirk Waldheim.
[1:41:41.080 --> 1:41:42.080]  Kirk Waldheim?
[1:41:42.080 --> 1:41:43.080]  Yeah, remember that name,
[1:41:43.080 --> 1:41:45.080]  Secretary General from 1972 to 1982.
[1:41:45.080 --> 1:41:46.080]  All right.
[1:41:46.080 --> 1:41:47.080]  I will.
[1:41:47.080 --> 1:41:50.080]  And find out who pushed for the League of Nations
[1:41:50.080 --> 1:41:51.080]  and later the United Nations,
[1:41:51.080 --> 1:41:53.080]  a bunch of transnational corrupt interests,
[1:41:53.080 --> 1:41:55.080]  and then they get a lot of good people
[1:41:55.080 --> 1:41:57.080]  who believe it's for the kids and all that,
[1:41:57.080 --> 1:42:00.080]  but really, it's fascism packaged nicely.
[1:42:00.080 --> 1:42:03.080]  Um, I don't know what to say about that.
[1:42:03.080 --> 1:42:05.080]  It's about losing sovereignty.
[1:42:05.080 --> 1:42:06.080]  Really?
[1:42:06.080 --> 1:42:07.080]  Yes.
[1:42:07.080 --> 1:42:09.080]  Um, but, well, look,
[1:42:09.080 --> 1:42:11.080]  you can ignore them burning the kids,
[1:42:11.080 --> 1:42:12.080]  and you can ignore all that,
[1:42:12.080 --> 1:42:13.080]  but what you don't want to ignore,
[1:42:13.080 --> 1:42:16.080]  and what you can't ignore, is Kirk Waldheim.
[1:42:16.080 --> 1:42:19.080]  Um, I don't understand how I could not ignore him.
[1:42:19.080 --> 1:42:20.080]  Well, I'm just saying that's something
[1:42:20.080 --> 1:42:22.080]  that's totally historical.
[1:42:22.080 --> 1:42:25.080]  Yeah, okay.
[1:42:25.080 --> 1:42:26.080]  Um, let me ask you.
[1:42:26.080 --> 1:42:27.080]  Where's this picture taken?
[1:42:27.080 --> 1:42:29.080]  That was taken in Somalia.
[1:42:29.080 --> 1:42:30.080]  In Somalia?
[1:42:30.080 --> 1:42:32.080]  Yes, that's been all over the European press.
[1:42:32.080 --> 1:42:33.080]  Let me ask you a question.
[1:42:33.080 --> 1:42:34.080]  Yeah.
[1:42:34.080 --> 1:42:35.080]  Let me ask you a question.
[1:42:35.080 --> 1:42:39.080]  Are you familiar with the fact that we hear all day
[1:42:39.080 --> 1:42:40.080]  about the atrocities of Hitler,
[1:42:40.080 --> 1:42:42.080]  which were horrible and wrong and terrible,
[1:42:42.080 --> 1:42:43.080]  and he should have been executed
[1:42:43.080 --> 1:42:44.080]  if they could have caught him
[1:42:44.080 --> 1:42:45.080]  and many more like him, and they did?
[1:42:45.080 --> 1:42:46.080]  Yeah.
[1:42:46.080 --> 1:42:47.080]  But you never hear about Stalin
[1:42:47.080 --> 1:42:48.080]  who killed more than he did.
[1:42:48.080 --> 1:42:49.080]  Why is that?
[1:42:49.080 --> 1:42:50.080]  I've studied Stalin.
[1:42:50.080 --> 1:42:51.080]  Well, you've studied it,
[1:42:51.080 --> 1:42:53.080]  but you don't hear much about the atrocities in China, do you?
[1:42:53.080 --> 1:42:55.080]  Um, I don't hear much about the Holocaust.
[1:42:55.080 --> 1:42:56.080]  Oh, really?
[1:42:56.080 --> 1:42:58.080]  No, not in the press lately.
[1:42:58.080 --> 1:42:59.080]  Well, I'm talking about for 50 years,
[1:42:59.080 --> 1:43:00.080]  and we should hear about it.
[1:43:00.080 --> 1:43:01.080]  We should see it, but you don't hear much
[1:43:01.080 --> 1:43:03.080]  about the atrocities in China, do you?
[1:43:03.080 --> 1:43:05.080]  Uh, 30 million in slave labor camps?
[1:43:05.080 --> 1:43:07.080]  I've heard about that, yes.
[1:43:07.080 --> 1:43:08.080]  Oh, but you've heard about it,
[1:43:08.080 --> 1:43:09.080]  but we have to be pragmatic
[1:43:09.080 --> 1:43:11.080]  and still keep trading in human organs.
[1:43:11.080 --> 1:43:13.080]  They sell human organs from political dissonance.
[1:43:13.080 --> 1:43:15.080]  Would you have bought lampshade?
[1:43:15.080 --> 1:43:16.080]  Would you have bought a lampshade
[1:43:16.080 --> 1:43:17.080]  made out of Jewish skin?
[1:43:17.080 --> 1:43:18.080]  No, I would not have.
[1:43:18.080 --> 1:43:19.080]  Well, then why are we saying
[1:43:19.080 --> 1:43:20.080]  be pragmatic now with China
[1:43:20.080 --> 1:43:21.080]  selling human organs?
[1:43:21.080 --> 1:43:23.080]  It's the same thing, trading in human flesh.
[1:43:23.080 --> 1:43:25.080]  I certainly disagree with trading human flesh.
[1:43:25.080 --> 1:43:27.080]  Well, then you and the United Nations
[1:43:27.080 --> 1:43:28.080]  should stand up against China
[1:43:28.080 --> 1:43:30.080]  instead of embracing them and coddling them.
[1:43:30.080 --> 1:43:31.080]  I agree with that.
[1:43:31.080 --> 1:43:32.080]  Good, then get in there and tell them.
[1:43:32.080 --> 1:43:33.080]  All right, I certainly will.
[1:43:33.080 --> 1:43:34.080]  Thank you so much.
[1:43:34.080 --> 1:43:35.080]  You too.
[1:43:35.080 --> 1:43:36.080]  Appreciate it.
[1:43:38.080 --> 1:43:40.080]  Well, you've seen what's going on
[1:43:40.080 --> 1:43:41.080]  around the country,
[1:43:41.080 --> 1:43:43.080]  and here in Austin, Texas,
[1:43:43.080 --> 1:43:45.080]  where this was produced.
[1:43:45.080 --> 1:43:47.080]  Now you're going to see me, Alex Jones,
[1:43:47.080 --> 1:43:49.080]  and about 100 other people
[1:43:49.080 --> 1:43:52.080]  go down to the Texas Department of Public Safety
[1:43:52.080 --> 1:43:54.080]  and protest thumb scanning,
[1:43:54.080 --> 1:43:56.080]  finger imaging for driver's license.
[1:43:56.080 --> 1:43:58.080]  Yes, everyone must get it.
[1:43:58.080 --> 1:44:00.080]  And according to the Federal Register,
[1:44:00.080 --> 1:44:02.080]  President Clinton would like to start
[1:44:02.080 --> 1:44:05.080]  random urine blood or other tissue sample testing
[1:44:05.080 --> 1:44:07.080]  at the driver's license facilities
[1:44:07.080 --> 1:44:08.080]  around the nation.
[1:44:08.080 --> 1:44:10.080]  Well, don't hear it from me.
[1:44:10.080 --> 1:44:12.080]  Hear it from newscast and our cameras
[1:44:12.080 --> 1:44:14.080]  that were there on the scene.
[1:44:14.080 --> 1:44:17.080]  The fateful day that 100 Americans
[1:44:17.080 --> 1:44:19.080]  went up to Big Brother.
[1:44:19.080 --> 1:44:21.080]  Well, getting a driver's license
[1:44:21.080 --> 1:44:23.080]  caused quite a stink here in Austin today.
[1:44:23.080 --> 1:44:25.080]  You know, in Texas, if you want one of these,
[1:44:25.080 --> 1:44:27.080]  well, you have to give you thumb prints.
[1:44:27.080 --> 1:44:30.080]  But K.I.S.J. Carter shows you why some folks today
[1:44:30.080 --> 1:44:34.080]  said they don't want anybody scanning their body parts.
[1:44:34.080 --> 1:44:36.080]  Go up, and if they come up and touch me in any way,
[1:44:36.080 --> 1:44:38.080]  I'm going to lay down peaceably
[1:44:38.080 --> 1:44:41.080]  and let the police state minions drag me away.
[1:44:41.080 --> 1:44:44.080]  Alex Jones wants to renew his driver's license.
[1:44:44.080 --> 1:44:47.080]  He also expects to be arrested.
[1:44:47.080 --> 1:44:49.080]  I'm going in there with my passport,
[1:44:49.080 --> 1:44:52.080]  my birth certificate, my driver's license,
[1:44:52.080 --> 1:44:54.080]  my W-2 form.
[1:44:54.080 --> 1:44:56.080]  But he won't give a thumb print.
[1:44:56.080 --> 1:44:57.080]  Moments after this interview,
[1:44:57.080 --> 1:44:59.080]  troopers did arrest him.
[1:44:59.080 --> 1:45:02.080]  If you do not leave now, I will be forced to arrest him.
[1:45:02.080 --> 1:45:03.080]  Sir, I'm here to give a driver's license.
[1:45:03.080 --> 1:45:05.080]  I have never had a criminal record.
[1:45:05.080 --> 1:45:09.080]  Jones says fingerprinting gives government too much control.
[1:45:09.080 --> 1:45:10.080]  And the next thing you know,
[1:45:10.080 --> 1:45:12.080]  they'll ask for urine and blood samples.
[1:45:12.080 --> 1:45:15.080]  Rebecca Yocum walks through the crowd of protesters
[1:45:15.080 --> 1:45:17.080]  to renew her license.
[1:45:17.080 --> 1:45:19.080]  She didn't mind giving her thumb print.
[1:45:19.080 --> 1:45:21.080]  I really don't see anything wrong with the thumb printing,
[1:45:21.080 --> 1:45:25.080]  and it's kind of weird how everybody's protesting about it.
[1:45:25.080 --> 1:45:28.080]  But the protesters believe if they don't speak up now,
[1:45:28.080 --> 1:45:32.080]  the requirements to drive could get even more personal.
[1:45:32.080 --> 1:45:36.080]  With your eye on Austin, I'm J. Carter.
[1:45:36.080 --> 1:45:38.080]  Alex Jones is now in an Austin jail,
[1:45:38.080 --> 1:45:41.080]  and he'll place a disorderly conduct charge.
[1:45:41.080 --> 1:45:43.080]  The DPS points out, by the way,
[1:45:43.080 --> 1:45:46.080]  that its database of thumb prints helped identify some of the victims
[1:45:46.080 --> 1:45:48.080]  of the tornado in Gerald last year.
[1:45:48.080 --> 1:45:52.080]  And they say this system helps and protects all of us.
[1:45:52.080 --> 1:45:54.080]  I'm sorry, sir, you're just flat wrong.
[1:45:54.080 --> 1:45:56.080]  This has nothing to do with public safety
[1:45:56.080 --> 1:45:59.080]  and everything to do with the international tracking grid
[1:45:59.080 --> 1:46:00.080]  that's being set up.
[1:46:00.080 --> 1:46:02.080]  All you have to do is watch Lockheed,
[1:46:02.080 --> 1:46:05.080]  Martin Marietta commercials from the defense industry
[1:46:05.080 --> 1:46:07.080]  to Visa commercials all down the line.
[1:46:07.080 --> 1:46:10.080]  They're pushing thumb scanning to buy and sell
[1:46:10.080 --> 1:46:11.080]  every five to 10 years.
[1:46:11.080 --> 1:46:14.080]  Everybody's going to have to do this to buy and sell.
[1:46:14.080 --> 1:46:18.080]  And this is all for the IRS to gather intelligence on us.
[1:46:18.080 --> 1:46:21.080]  The DPS even admits that it goes to the federal government.
[1:46:21.080 --> 1:46:23.080]  It's all hooked into a national database.
[1:46:23.080 --> 1:46:26.080]  And you see those free markets supposedly engaged in this.
[1:46:26.080 --> 1:46:29.080]  It's all part of a grid of control.
[1:46:29.080 --> 1:46:31.080]  And some of you will say, well, what do we have to hide?
[1:46:31.080 --> 1:46:34.080]  It's called an invasion of privacy, ladies and gentlemen.
[1:46:34.080 --> 1:46:36.080]  It's called innocent until proven guilty.
[1:46:36.080 --> 1:46:39.080]  It's called a government that has a terrible track record
[1:46:39.080 --> 1:46:41.080]  of abusing its citizens and the IRS
[1:46:41.080 --> 1:46:44.080]  stealing from innocent people that have broken no laws
[1:46:44.080 --> 1:46:46.080]  being abused.
[1:46:46.080 --> 1:46:47.080]  I'm just so tired of this.
[1:46:47.080 --> 1:46:49.080]  Everything under the color of law.
[1:46:49.080 --> 1:46:51.080]  This is totally unconstitutional.
[1:46:51.080 --> 1:46:55.080]  Now let's get to the actual video of the actual protest.
[1:46:55.080 --> 1:46:58.080]  Blood testing, urine testing, things of that nature.
[1:46:58.080 --> 1:47:00.080]  So for those of us that are not in the know
[1:47:00.080 --> 1:47:03.080]  and for those of us who really are not in this as you're at that,
[1:47:03.080 --> 1:47:06.080]  could you kind of explain what's going on here?
[1:47:06.080 --> 1:47:09.080]  Sir, I have given you the executive order put in the federal register
[1:47:09.080 --> 1:47:11.080]  by Bill Clinton in 1997.
[1:47:11.080 --> 1:47:12.080]  He has announced it.
[1:47:12.080 --> 1:47:14.080]  He says that urine and blood testing that they plan to do
[1:47:14.080 --> 1:47:16.080]  nationwide is only for people 18 and under.
[1:47:16.080 --> 1:47:20.080]  It is for 25% of large state populations randomly selected
[1:47:20.080 --> 1:47:22.080]  and they're thumb scanning us like criminals,
[1:47:22.080 --> 1:47:25.080]  whatever happened to innocent until proven guilty.
[1:47:25.080 --> 1:47:26.080]  I heard that.
[1:47:26.080 --> 1:47:27.080]  I have several forms of identification.
[1:47:27.080 --> 1:47:30.080]  I have eight forms of identification from my passport
[1:47:30.080 --> 1:47:33.080]  to my old driver's license to my W-2 form,
[1:47:33.080 --> 1:47:38.080]  tax form to my social security number to my car insurance
[1:47:38.080 --> 1:47:40.080]  and also have another picture ID.
[1:47:40.080 --> 1:47:43.080]  And that had better be enough for them, ladies and gentlemen.
[1:47:43.080 --> 1:47:45.080]  This is really getting out of control.
[1:47:45.080 --> 1:47:48.080]  Whatever happened to innocent until proven guilty?
[1:47:48.080 --> 1:47:50.080]  Why are Americans laying around like sheep
[1:47:50.080 --> 1:47:52.080]  and allowing themselves to be treated like criminals?
[1:47:52.080 --> 1:47:54.080]  We're law abiding citizens.
[1:47:54.080 --> 1:47:58.080]  At what point do you expect or do you expect at all
[1:47:58.080 --> 1:48:00.080]  for the, what you were talking about,
[1:48:00.080 --> 1:48:03.080]  blood testing, the drug screening?
[1:48:03.080 --> 1:48:04.080]  Is that really coming?
[1:48:04.080 --> 1:48:06.080]  Sir, I have given you the federal documents
[1:48:06.080 --> 1:48:08.080]  that are mandating the states to do that.
[1:48:08.080 --> 1:48:10.080]  Clinton in 92 mandated the thumb scanning
[1:48:10.080 --> 1:48:12.080]  and has been adopted by many of the states.
[1:48:12.080 --> 1:48:16.080]  Texas since 93, he mandated it in late 1997
[1:48:16.080 --> 1:48:18.080]  for 98 to be implemented.
[1:48:18.080 --> 1:48:19.080]  Now that's up to the states
[1:48:19.080 --> 1:48:21.080]  and that's why we're drawing attention to this.
[1:48:21.080 --> 1:48:22.080]  Thumb scanning and no further.
[1:48:22.080 --> 1:48:23.080]  I'm against thumb scanning,
[1:48:23.080 --> 1:48:26.080]  but now they want this urine and blood testing.
[1:48:26.080 --> 1:48:28.080]  This is the slippery slope.
[1:48:28.080 --> 1:48:31.080]  Those out there that say, what do I have to hide?
[1:48:31.080 --> 1:48:33.080]  I am innocent until proven guilty.
[1:48:33.080 --> 1:48:34.080]  I have no criminal record.
[1:48:34.080 --> 1:48:36.080]  Alex Jones has no criminal record
[1:48:36.080 --> 1:48:39.080]  and we should not be treated like criminals.
[1:48:39.080 --> 1:48:40.080]  I don't want to ask what you have to hide,
[1:48:40.080 --> 1:48:43.080]  but what is it that makes you so passionate about this?
[1:48:43.080 --> 1:48:45.080]  Our government cannot be trusted.
[1:48:45.080 --> 1:48:47.080]  Even this month's, yes, liberty,
[1:48:47.080 --> 1:48:49.080]  even this month's popular mechanics
[1:48:49.080 --> 1:48:51.080]  talks about the government testing chemicals
[1:48:51.080 --> 1:48:54.080]  and biologicals on our people in the 1950s and 60s.
[1:48:54.080 --> 1:48:56.080]  The IRS, you've heard the hearings.
[1:48:56.080 --> 1:49:01.080]  There's CIA drug trafficking hearings going on right now
[1:49:01.080 --> 1:49:02.080]  in the Congress.
[1:49:02.080 --> 1:49:03.080]  This is on television.
[1:49:03.080 --> 1:49:05.080]  This government is controlled by a bunch of thugs,
[1:49:05.080 --> 1:49:06.080]  in my opinion,
[1:49:06.080 --> 1:49:08.080]  and I think a lot of bureaucrats are dupes to it.
[1:49:08.080 --> 1:49:10.080]  I just don't trust our government.
[1:49:10.080 --> 1:49:12.080]  And our founding fathers warned us
[1:49:12.080 --> 1:49:13.080]  not to hate our government,
[1:49:13.080 --> 1:49:14.080]  but to fear our government.
[1:49:14.080 --> 1:49:17.080]  I should not have to thumb scan and be in a computer.
[1:49:17.080 --> 1:49:19.080]  They also digitally capture your signature
[1:49:19.080 --> 1:49:20.080]  and your photograph.
[1:49:20.080 --> 1:49:22.080]  They could create any false identity they wanted to
[1:49:22.080 --> 1:49:24.080]  with your name and your social security number.
[1:49:24.080 --> 1:49:26.080]  And many government bureaucrats from the IRS,
[1:49:26.080 --> 1:49:30.080]  to the EPA have been caught selling information.
[1:49:30.080 --> 1:49:32.080]  There are thousands of cases and convictions of this
[1:49:32.080 --> 1:49:34.080]  if people were just investigated.
[1:49:34.080 --> 1:49:36.080]  This is an invasion of privacy.
[1:49:36.080 --> 1:49:37.080]  That's the most important thing.
[1:49:37.080 --> 1:49:39.080]  It's an invasion of privacy.
[1:49:39.080 --> 1:49:41.080]  There is no innocent until proven guilty in this country anymore.
[1:49:41.080 --> 1:49:43.080]  And Americans across the country
[1:49:43.080 --> 1:49:46.080]  have got to start standing up against Big Brother.
[1:49:50.080 --> 1:49:52.080]  And if they come up and touch me in any way,
[1:49:52.080 --> 1:49:54.080]  I'm going to lay down peaceably
[1:49:54.080 --> 1:49:57.080]  and let the police state minions drag me away.
[1:49:57.080 --> 1:49:58.080]  Okay?
[1:49:58.080 --> 1:50:00.080]  Let's get ready to go in here in about five minutes.
[1:50:00.080 --> 1:50:02.080]  God bless y'all for being here.
[1:50:02.080 --> 1:50:04.080]  People stand up.
[1:50:04.080 --> 1:50:06.080]  The New World Order, which is transnational.
[1:50:06.080 --> 1:50:09.080]  Socialism for the rich can only fail.
[1:50:09.080 --> 1:50:11.080]  We're going to defeat these people.
[1:50:11.080 --> 1:50:13.080]  We're going to turn their lives upside down.
[1:50:13.080 --> 1:50:16.080]  This federal intrusion is out of control,
[1:50:16.080 --> 1:50:19.080]  and it is controlled by the transnational establishment.
[1:50:19.080 --> 1:50:21.080]  So it's time for everybody across America
[1:50:21.080 --> 1:50:24.080]  to start standing up because we got people power.
[1:50:24.080 --> 1:50:26.080]  People, patriots,
[1:50:26.080 --> 1:50:29.080]  or the huge military industrial complex
[1:50:29.080 --> 1:50:31.080]  that Eisenhower warned us about.
[1:50:31.080 --> 1:50:33.080]  I think I'm afraid of the military industrial complex
[1:50:33.080 --> 1:50:35.080]  that owns our media.
[1:50:35.080 --> 1:50:37.080]  I think I'm afraid of the foreign banks.
[1:50:37.080 --> 1:50:39.080]  That's who I'm afraid of, not of you people.
[1:50:42.080 --> 1:50:43.080]  Hey, buddy.
[1:50:48.080 --> 1:50:49.080]  Hey, Jim.
[1:50:49.080 --> 1:50:51.080]  How you doing, Ellinger?
[1:50:56.080 --> 1:50:57.080]  All right, sir.
[1:50:57.080 --> 1:50:58.080]  They're ready for me.
[1:50:58.080 --> 1:51:00.080]  Come over and get the pretty little red light.
[1:51:00.080 --> 1:51:01.080]  Come on.
[1:51:01.080 --> 1:51:02.080]  Isn't that pretty?
[1:51:02.080 --> 1:51:04.080]  And they'll put a nice little clinic in here
[1:51:04.080 --> 1:51:06.080]  in the next few years for urine and blood testing,
[1:51:06.080 --> 1:51:07.080]  like Clinton wants.
[1:51:07.080 --> 1:51:08.080]  What do I have to hide?
[1:51:08.080 --> 1:51:09.080]  I'm a criminal.
[1:51:09.080 --> 1:51:10.080]  There we have it.
[1:51:10.080 --> 1:51:11.080]  Nice little pretty red light.
[1:51:11.080 --> 1:51:13.080]  Get that in mind.
[1:51:13.080 --> 1:51:15.080]  There we have it.
[1:51:15.080 --> 1:51:17.080]  Your photograph, they capture your signature,
[1:51:17.080 --> 1:51:19.080]  they capture your thumbprint,
[1:51:19.080 --> 1:51:21.080]  and now Clinton wants urine and blood,
[1:51:21.080 --> 1:51:22.080]  and I've given that to the media,
[1:51:22.080 --> 1:51:24.080]  the actual federal register
[1:51:24.080 --> 1:51:26.080]  that he wants the states to implement.
[1:51:26.080 --> 1:51:28.080]  And I guess it tells them how to put clinics in,
[1:51:28.080 --> 1:51:30.080]  and it tells them how to urine and blood test
[1:51:30.080 --> 1:51:32.080]  law-abiding citizens, not under 18,
[1:51:32.080 --> 1:51:34.080]  like the media says.
[1:51:34.080 --> 1:51:35.080]  Hi.
[1:51:35.080 --> 1:51:36.080]  How you doing?
[1:51:36.080 --> 1:51:39.080]  I am here with eight forms of identification.
[1:51:39.080 --> 1:51:40.080]  I have my passport.
[1:51:40.080 --> 1:51:41.080]  Here's that, my name,
[1:51:41.080 --> 1:51:43.080]  and the form you asked me to fill out.
[1:51:43.080 --> 1:51:44.080]  I have no criminal record.
[1:51:44.080 --> 1:51:46.080]  My name is Alexander Emerick Jones.
[1:51:46.080 --> 1:51:48.080]  Here is my passport.
[1:51:48.080 --> 1:51:50.080]  Here is my insurance.
[1:51:50.080 --> 1:51:52.080]  Here is another form of I.D.
[1:51:52.080 --> 1:51:54.080]  Here is my old driver's license.
[1:51:54.080 --> 1:51:56.080]  Here is my birth certificate.
[1:51:56.080 --> 1:51:58.080]  And here is my W-2 form.
[1:51:58.080 --> 1:52:00.080]  And here is two more insurance cards,
[1:52:00.080 --> 1:52:01.080]  all the ones, just so you can double check.
[1:52:01.080 --> 1:52:02.080]  This is a health club card.
[1:52:02.080 --> 1:52:03.080]  You can't play an I.D.
[1:52:03.080 --> 1:52:04.080]  It's good to go.
[1:52:04.080 --> 1:52:05.080]  We're going to get you to do it right now.
[1:52:05.080 --> 1:52:07.080]  I just need for you to answer these first three questions.
[1:52:07.080 --> 1:52:08.080]  Take a look at these questions there
[1:52:08.080 --> 1:52:09.080]  and go over them things.
[1:52:09.080 --> 1:52:10.080]  So I don't have to thumb scan.
[1:52:10.080 --> 1:52:11.080]  Well, we're going to get to that.
[1:52:11.080 --> 1:52:13.080]  You are eventually going to have to.
[1:52:13.080 --> 1:52:14.080]  Yes, sir.
[1:52:14.080 --> 1:52:15.080]  But not now.
[1:52:15.080 --> 1:52:16.080]  Not at this point.
[1:52:16.080 --> 1:52:18.080]  But you will before we're done with the process.
[1:52:18.080 --> 1:52:19.080]  Why?
[1:52:19.080 --> 1:52:20.080]  Because it's required.
[1:52:20.080 --> 1:52:23.080]  It's required by Bill Clinton in 1992.
[1:52:23.080 --> 1:52:25.080]  And it was instituted here in Texas in 1993.
[1:52:25.080 --> 1:52:26.080]  I know the code, sir.
[1:52:26.080 --> 1:52:28.080]  Are you going to institute his urine and blood testing
[1:52:28.080 --> 1:52:29.080]  when he commands you?
