[00:00.000 --> 00:20.000]  Music
[1:33:19.160 --> 1:33:21.160]  the military and the public.
[1:33:21.160 --> 1:33:23.160]  Think about it. It's clear,
[1:33:23.160 --> 1:33:25.160]  the American people have been designated
[1:33:25.160 --> 1:33:27.160]  the enemy.
[1:33:27.160 --> 1:33:29.160]  I'm sorry, ladies and gentlemen,
[1:33:29.160 --> 1:33:31.160]  it's the federal government
[1:33:31.160 --> 1:33:33.160]  that is destroying the sovereignty
[1:33:33.160 --> 1:33:35.160]  of this nation, the United States of America.
[1:33:35.160 --> 1:33:37.160]  It is
[1:33:37.160 --> 1:33:39.160]  their problem, they're the crisis,
[1:33:39.160 --> 1:33:41.160]  they're the threat, they're the
[1:33:41.160 --> 1:33:43.160]  terrorist, and I'm sad
[1:33:43.160 --> 1:33:45.160]  to see our military and our police
[1:33:45.160 --> 1:33:47.160]  being merged, and to see
[1:33:47.160 --> 1:33:49.160]  them changing from peace officers
[1:33:49.160 --> 1:33:51.160]  and defenders of the
[1:33:51.160 --> 1:33:53.160]  country, into
[1:33:53.160 --> 1:33:55.160]  thugs, and bullies
[1:33:55.160 --> 1:33:57.160]  for the bureaucrats, and their foreign
[1:33:57.160 --> 1:33:59.160]  banker globalist controllers.
[1:33:59.160 --> 1:34:01.160]  It would be
[1:34:01.160 --> 1:34:03.160]  a partnership for a monitor that would be
[1:34:03.160 --> 1:34:05.160]  placed on each marine, and the monitor and the vital signs.
[1:34:05.160 --> 1:34:07.160]  We were in the same
[1:34:07.160 --> 1:34:09.160]  way as the person locator
[1:34:09.160 --> 1:34:11.160]  who I thought that, where
[1:34:11.160 --> 1:34:13.160]  a doctor or a medic or a formative
[1:34:13.160 --> 1:34:15.160]  monitor from a safe distance
[1:34:15.160 --> 1:34:17.160]  to everybody's body.
[1:34:17.160 --> 1:34:19.160]  It's a problem.
[1:34:19.160 --> 1:34:21.160]  It's their body.
[1:34:23.160 --> 1:34:25.160]  Why is that important?
[1:34:25.160 --> 1:34:27.160]  The way it works now is for the squad
[1:34:27.160 --> 1:34:29.160]  to have a medic clip them.
[1:34:29.160 --> 1:34:31.160]  They're expecting resistance,
[1:34:31.160 --> 1:34:33.160]  and we'll be getting CNN with cameras.
[1:34:35.160 --> 1:34:37.160]  That woman lives there. Maybe
[1:34:37.160 --> 1:34:39.160]  her children are out in sleep.
[1:34:39.160 --> 1:34:41.160]  Hey, they're going in there.
[1:34:41.160 --> 1:34:43.160]  I'm going to go in and rescue my kids, right?
[1:34:43.160 --> 1:34:45.160]  In the past, that might be interpreted as
[1:34:45.160 --> 1:34:47.160]  a
[1:34:47.160 --> 1:34:49.160]  hostile act.
[1:34:53.160 --> 1:34:55.160]  One of the technologies
[1:34:55.160 --> 1:34:57.160]  that makes you nauseous.
[1:34:57.160 --> 1:34:59.160]  In the past,
[1:34:59.160 --> 1:35:01.160]  in a situation like that, she might have been
[1:35:01.160 --> 1:35:03.160]  shot.
[1:35:03.160 --> 1:35:05.160]  In the future, we want to give our marines
[1:35:05.160 --> 1:35:07.160]  non-lethal options where they can say,
[1:35:07.160 --> 1:35:09.160]  no, she's not armed,
[1:35:09.160 --> 1:35:11.160]  maybe threatening, but I don't want
[1:35:11.160 --> 1:35:13.160]  to kill her or I don't want to kill him
[1:35:13.160 --> 1:35:15.160]  or them.
[1:35:15.160 --> 1:35:17.160]  Use your sound wave rifle,
[1:35:17.160 --> 1:35:19.160]  I guess you could call it, and down
[1:35:19.160 --> 1:35:21.160]  they go.
[1:35:21.160 --> 1:35:23.160]  You guys have heard of the sticky gun?
[1:35:23.160 --> 1:35:25.160]  Yeah. Sure you've seen that.
[1:35:25.160 --> 1:35:27.160]  We're trying to come up with new stuff now
[1:35:27.160 --> 1:35:29.160]  for crowd control, etc.
[1:35:29.160 --> 1:35:31.160]  We've got a group of civilians
[1:35:31.160 --> 1:35:33.160]  that are trying to break through a barrier.
[1:35:33.160 --> 1:35:35.160]  Instead of unloading with a saw into them,
[1:35:35.160 --> 1:35:37.160]  you just have a sticky gun.
[1:35:37.160 --> 1:35:39.160]  All of a sudden, boom, they can't move.
[1:35:39.160 --> 1:35:41.160]  All kinds of things, the Marine Corps
[1:35:41.160 --> 1:35:43.160]  and the United States military is trying to do
[1:35:43.160 --> 1:35:45.160]  to minimize the amount of people that
[1:35:45.160 --> 1:35:47.160]  have to be killed.
[1:35:47.160 --> 1:35:49.160]  They're going to prison.
[1:35:49.160 --> 1:35:51.160]  Are you going to see an execution?
[1:35:51.160 --> 1:35:53.160]  So you can see, she went running in there
[1:35:53.160 --> 1:35:55.160]  saying, I live here.
[1:35:55.160 --> 1:35:57.160]  There's a prisoner.
[1:35:57.160 --> 1:35:59.160]  Typical of what you see in an urban
[1:35:59.160 --> 1:36:01.160]  environment, people hanging out
[1:36:01.160 --> 1:36:03.160]  doing nothing.
[1:36:03.160 --> 1:36:05.160]  And as we know, idle time is the devil's
[1:36:05.160 --> 1:36:07.160]  hands.
[1:36:07.160 --> 1:36:09.160]  We've been saying people don't have jobs.
[1:36:09.160 --> 1:36:11.160]  They don't have a home to go to
[1:36:11.160 --> 1:36:13.160]  or home if they want to go to.
[1:36:13.160 --> 1:36:15.160]  So they just hang out all day long.
[1:36:15.160 --> 1:36:17.160]  You have a local
[1:36:17.160 --> 1:36:19.160]  legislator over there and then none.
[1:36:19.160 --> 1:36:21.160]  You have a church right here.
[1:36:21.160 --> 1:36:23.160]  You have some Marines conducting an interview
[1:36:23.160 --> 1:36:25.160]  over here, what it looks like.
[1:36:29.160 --> 1:36:31.160]  Right now, everything's calm.
[1:36:31.160 --> 1:36:33.160]  Everybody seems to make a tent.
[1:36:33.160 --> 1:36:35.160]  But at any minute, this could erupt
[1:36:35.160 --> 1:36:37.160]  into a riot.
[1:36:37.160 --> 1:36:39.160]  We were in Oak Knoll for
[1:36:39.160 --> 1:36:41.160]  five days
[1:36:41.160 --> 1:36:43.160]  in Oakland, California.
[1:36:43.160 --> 1:36:45.160]  But the footage you're seeing was amateur.
[1:36:45.160 --> 1:36:47.160]  You see, the media was taken on a stage
[1:36:47.160 --> 1:36:49.160]  tour.
[1:36:49.160 --> 1:36:51.160]  You'll see some of our footage later.
[1:36:51.160 --> 1:36:53.160]  This is the guided tours for the public
[1:36:53.160 --> 1:36:55.160]  during the exercises.
[1:36:55.160 --> 1:36:57.160]  And when the Marines have a problem
[1:36:57.160 --> 1:36:59.160]  or when the police have a problem
[1:36:59.160 --> 1:37:01.160]  dealing with the civilians, they call
[1:37:01.160 --> 1:37:05.160]  in the backup and the battle begins.
[1:37:09.160 --> 1:37:11.160]  Oh, by the way, I hope you enjoyed
[1:37:11.160 --> 1:37:13.160]  seeing the foreign troops earlier
[1:37:13.160 --> 1:37:41.160]  helping keep the Americans under control.
[1:37:41.160 --> 1:37:43.160]  Let's go.
[1:37:43.160 --> 1:37:45.160]  Let's go.
[1:37:45.160 --> 1:37:47.160]  Let's go.
[1:37:53.160 --> 1:37:55.160]  Cut, you.
[1:37:57.160 --> 1:37:59.160]  Hey, don't turn around.
[1:37:59.160 --> 1:38:01.160]  Hey?
[1:38:03.160 --> 1:38:05.160]  Jerkett, yeah.
[1:38:05.160 --> 1:38:07.160]  We'll cut this.
[1:38:07.160 --> 1:38:09.160]  No, you see it, don't you?
[1:38:23.160 --> 1:38:25.160]  Hey! Open the roof!
[1:38:25.160 --> 1:38:26.160]  What?
[1:38:26.160 --> 1:38:27.160]  The roof?
[1:38:27.160 --> 1:38:28.160]  The roof?
[1:38:28.160 --> 1:38:30.160]  No, not the roof.
[1:38:30.160 --> 1:38:32.160]  They have to keep the roof open.
[1:38:32.160 --> 1:38:33.160]  What?
[1:38:33.160 --> 1:38:40.160]  Yeah.
[1:38:40.160 --> 1:38:44.160]  Now watch how they treat this civilian.
[1:38:44.160 --> 1:38:45.160]  Boom!
[1:38:45.160 --> 1:38:46.160]  They kick him.
[1:38:46.160 --> 1:38:47.160]  Get out of there.
[1:38:47.160 --> 1:38:50.160]  He scurries past the foreign troops
[1:38:50.160 --> 1:38:54.160]  from the Royal Netherlands
[1:38:54.160 --> 1:38:56.160]  and then they and SWAT team's styles
[1:38:56.160 --> 1:38:58.160]  stacked up, get ready to raid
[1:38:58.160 --> 1:39:00.160]  and kick in the doors.
[1:39:00.160 --> 1:39:02.160]  Besides, these people are lazy.
[1:39:02.160 --> 1:39:03.160]  They have to be dealt with.
[1:39:03.160 --> 1:39:06.160]  You heard the Marine Corps officer earlier, didn't you?
[1:39:19.160 --> 1:39:22.160]  I'm very glad to see that the humanitarian assistance
[1:39:22.160 --> 1:39:35.160]  is going well.
[1:39:35.160 --> 1:39:37.160]  When the police can't handle it,
[1:39:37.160 --> 1:39:40.160]  they just call in the foreign troops.
[1:39:40.160 --> 1:39:42.160]  Everything's okay, working together,
[1:39:42.160 --> 1:39:44.160]  speaking English, speaking foreign languages,
[1:39:44.160 --> 1:39:46.160]  working with police, speaking English.
[1:39:46.160 --> 1:39:52.160]  Hey, otherwise, we're going to overwhelm them, you know?
[1:39:52.160 --> 1:39:53.160]  Thank God.
[1:39:53.160 --> 1:39:54.160]  Go!
[1:39:54.160 --> 1:39:55.160]  Go!
[1:39:55.160 --> 1:39:56.160]  Go!
[1:39:56.160 --> 1:39:57.160]  Go!
[1:39:57.160 --> 1:39:58.160]  Go!
[1:39:58.160 --> 1:39:59.160]  Go!
[1:39:59.160 --> 1:40:00.160]  Go!
[1:40:00.160 --> 1:40:01.160]  Go!
[1:40:01.160 --> 1:40:02.160]  Go!
[1:40:02.160 --> 1:40:03.160]  Go!
[1:40:03.160 --> 1:40:04.160]  Go!
[1:40:04.160 --> 1:40:05.160]  Go!
[1:40:05.160 --> 1:40:06.160]  Go!
[1:40:06.160 --> 1:40:07.160]  Go!
[1:40:07.160 --> 1:40:08.160]  Go!
[1:40:08.160 --> 1:40:09.160]  Go!
[1:40:09.160 --> 1:40:10.160]  Go!
[1:40:10.160 --> 1:40:11.160]  Go!
[1:40:11.160 --> 1:40:12.160]  Go!
[1:40:12.160 --> 1:40:23.160]  Go!
[1:40:23.160 --> 1:40:29.160]  Go!
[1:40:29.160 --> 1:40:41.160]  Go!
[1:40:41.160 --> 1:40:44.000]  Waaaaaaaa!
[1:40:44.000 --> 1:40:45.240]  You can keep it a little more.
[1:40:53.260 --> 1:40:55.400]  Attention, attention, attention.
[1:40:55.400 --> 1:40:57.800]  American forces are here to help.
[1:40:57.800 --> 1:40:59.240]  Remain calm.
[1:40:59.240 --> 1:41:01.860]  We will not tolerate civil disobedience.
[1:41:03.500 --> 1:41:06.120]  Attention, attention, attention.
[1:41:06.120 --> 1:41:08.360]  American forces are here to help.
[1:41:08.360 --> 1:41:11.120]  Please, please remain calm.
[1:41:11.120 --> 1:41:23.120]  Let's move, let's move, right in the middle of the experiment.
[1:41:23.120 --> 1:41:37.120]  I need you guys to move, man, I'm not saying anything.
[1:41:37.120 --> 1:41:38.120]  Zoom in down there.
[1:41:38.120 --> 1:41:45.120]  Notice the defensive posture, ladies and gentlemen, of the tanks surrounding the camp.
[1:41:45.120 --> 1:41:49.120]  We were run off during our staged guided tour.
[1:41:49.120 --> 1:41:55.120]  We were told later, by internal sources, they were staging a defense of the camp.
[1:41:55.120 --> 1:41:59.120]  Someone was going to try to free people and that can't be allowed.
[1:41:59.120 --> 1:42:01.120]  How's it going over at the camp?
[1:42:01.120 --> 1:42:09.120]  I'm very well. The guys are doing exercises now. They're doing very well.
[1:42:09.120 --> 1:42:13.120]  So the camp situation is going good with the disarmament and things?
[1:42:13.120 --> 1:42:14.120]  Oh yeah.
[1:42:14.120 --> 1:42:17.120]  Because we saw them over there disarming people. Is that what the exercise is?
[1:42:17.120 --> 1:42:18.120]  They're exercising now, yeah.
[1:42:18.120 --> 1:42:20.120]  Fantastic. Where are you from, sir?
[1:42:20.120 --> 1:42:21.120]  Holland.
[1:42:21.120 --> 1:42:22.120]  Oh, okay.
[1:42:22.120 --> 1:42:23.120]  From the Best Marines.
[1:42:23.120 --> 1:42:28.120]  Now, this poor fellow is going to be taken into the mock police station,
[1:42:28.120 --> 1:42:33.120]  handcuffed and then transported to the camp for his best interest.
[1:42:33.120 --> 1:42:37.120]  Again, he must be a dangerous extremist.
[1:42:37.120 --> 1:43:02.120]  I have rights. I have rights, please.
[1:43:02.120 --> 1:43:11.120]  I have rights.
[1:43:11.120 --> 1:43:16.120]  Staging for a big offensive against the civilians. It's so much fun.
[1:43:16.120 --> 1:43:32.120]  It's a track.
[1:43:32.120 --> 1:43:57.120]  Sir, is this where you take the digital photos?
[1:43:57.120 --> 1:44:00.120]  Yes, sir. That's the station we take digital photos here.
[1:44:00.120 --> 1:44:09.120]  I send them straight to Sergeant Smith and he processes it and he puts them on ID cards, sir.
[1:44:09.120 --> 1:44:12.120]  Oh, so the people coming into the camp get ID cards?
[1:44:12.120 --> 1:44:20.120]  Yes, sir.
[1:44:20.120 --> 1:44:31.120]  Who's the mayor?
[1:44:31.120 --> 1:44:35.120]  We have someone reporting to be the mayor of Boolean.
[1:44:35.120 --> 1:44:41.120]  Do you know who the mayor of Boolean is?
[1:44:41.120 --> 1:44:49.120]  Jerry Brown.
[1:44:49.120 --> 1:44:51.120]  Where did you acquire the helmet?
[1:44:51.120 --> 1:44:53.120]  Someone just gave it to me. I just put it on.
[1:44:53.120 --> 1:44:55.120]  Where did they give it to you?
[1:44:55.120 --> 1:44:58.120]  It was laying on the field and someone just handed it over to me.
[1:44:58.120 --> 1:45:00.120]  I was in the wrong way.
[1:45:00.120 --> 1:45:02.120]  Where we got on the helicopter.
[1:45:02.120 --> 1:45:06.120]  Well, as usual, the Army officials would not let us view the entire interrogation.
[1:45:06.120 --> 1:45:18.120]  As you heard, they told us to get out of there.
[1:45:18.120 --> 1:45:23.120]  Do you guys want to take the air to process the process?
[1:45:23.120 --> 1:45:26.120]  There's a few rules and regulations that you must abide by.
[1:45:26.120 --> 1:45:29.120]  One of them, the weapons is allowed upon board the campus.
[1:45:29.120 --> 1:45:33.120]  The ID card that you have on your person needs to stay out where we can see you.
[1:45:33.120 --> 1:45:36.120]  These are the only means we have to identify you.
[1:45:36.120 --> 1:45:43.120]  We are family members. We need you to keep your family members together as you are ultimately responsible for them.
[1:45:43.120 --> 1:45:46.120]  If you have any questions out there, please ask one of the Marines.
[1:45:46.120 --> 1:45:50.120]  I'd be glad to help you answer any questions you might have.
[1:45:50.120 --> 1:45:53.120]  Can you say that one more time again?
[1:45:53.120 --> 1:45:57.120]  If you have any questions, please contact one of the Marines out there.
[1:45:57.120 --> 1:46:00.120]  They'll answer any questions you might have.
[1:46:00.120 --> 1:46:04.120]  Sauer hours are going from children from 4 to 6 p.m.
[1:46:04.120 --> 1:46:07.120]  for women from 6 to 8 p.m.
[1:46:07.120 --> 1:46:10.120]  and for men from 8 to 10 p.m.
[1:46:10.120 --> 1:46:12.120]  Thank you very much.
[1:46:12.120 --> 1:46:15.120]  You've been very informative and very courteous.
[1:46:15.120 --> 1:46:17.120]  I really appreciate it.
[1:46:17.120 --> 1:46:19.120]  Thank you very much.
[1:46:19.120 --> 1:46:21.120]  Does anybody have any questions?
[1:46:21.120 --> 1:46:24.120]  There's a few regulations you must abide by while on this camp.
[1:46:24.120 --> 1:46:28.120]  No weapons will be tolerated on the camp and no disturbances will be tolerated on the camp either.
[1:46:28.120 --> 1:46:32.120]  Do you have some way to quarter or corral, these folks?
[1:46:32.120 --> 1:46:34.120]  That's another great question.
[1:46:34.120 --> 1:46:40.120]  I've got to tell you that in an actual environment, we would work very, very closely with local government.
[1:46:40.120 --> 1:46:45.120]  If this was a domestic crisis like an earthquake or a fire, then we would be working very, very close
[1:46:45.120 --> 1:46:50.120]  and hand-in-hand with FEMA and the American Red Cross, for example.
[1:46:50.120 --> 1:46:55.120]  And they would be in here helping us, or we would be actually helping them.
[1:46:55.120 --> 1:47:01.120]  If we were doing this, let's say, in a Somalia or a Bangladesh or some other foreign country that had invited us in,
[1:47:01.120 --> 1:47:06.120]  then certainly we would be working with other non-governmental organizations and private organizations
[1:47:06.120 --> 1:47:08.120]  and certainly government organizations.
[1:47:08.120 --> 1:47:10.120]  International and like the United Nations?
[1:47:10.120 --> 1:47:14.120]  Certainly. You bet. We would really be here to provide support to them.
[1:47:14.120 --> 1:47:23.120]  Is there a concern that they may be terrorists or someone who might not be welcome in the camp coming into the camp?
[1:47:23.120 --> 1:47:29.120]  Yes, certainly. That's why the first thing we do is we make sure that there are no weapons coming into the camp.
[1:47:29.120 --> 1:47:33.120]  Once they get into the camp, they'll come through the processing tent,
[1:47:33.120 --> 1:47:38.120]  and we do get some information from them so that we can track other family members,
[1:47:38.120 --> 1:47:46.120]  and we talk to them, and we would certainly try to identify any known or suspected terrorists and separate them out from the rest.
[1:47:46.120 --> 1:47:49.120]  We actually have a place where we would separate them.
[1:47:49.120 --> 1:47:53.120]  There are collection points where we would collect enemy prisoners of war,
[1:47:53.120 --> 1:47:57.120]  and then they would be evacuated to the rear.
[1:47:57.120 --> 1:47:59.120]  Oh, to a secure facility?
[1:47:59.120 --> 1:48:04.120]  I'm sure we want to protect them, too.
[1:48:04.120 --> 1:48:10.120]  I need to speak with Major Braddock, your security chief, your security chief, Miller.
[1:48:10.120 --> 1:48:13.120]  I need to get to the town mayor. She's in a meeting.
[1:48:13.120 --> 1:48:18.120]  Okay, let's go and bring those two in.
[1:48:18.120 --> 1:48:20.120]  Yeah, we're going to get fed.
[1:48:20.120 --> 1:48:22.120]  You need to get fed.
[1:48:22.120 --> 1:48:24.120]  Let us out, let us out.
[1:48:24.120 --> 1:48:28.120]  Can you get off the screen?
[1:48:28.120 --> 1:48:32.120]  Can you point out the enemies on the screen?
[1:48:32.120 --> 1:48:36.120]  Yeah, again, here's the red icons are an example of an enemy unit there,
[1:48:36.120 --> 1:48:42.120]  and again, we're using Milstander 2525 symbology, which is a little bit new to the military right now.
[1:48:42.120 --> 1:48:44.120]  And that's the criminal group?
[1:48:44.120 --> 1:48:50.120]  Well, again, it could be an enemy unit, or it could be an unknown unit, it could be just a civilian group.
[1:48:50.120 --> 1:48:53.120]  We don't know, again, it depends on how it's reported, and that's just an example.
[1:48:53.120 --> 1:49:01.120]  So, this is the criminal group, this is the terrorist group, this is a civilian group, this is an infantry unit.
[1:49:01.120 --> 1:49:02.120]  Who's the infantry?
[1:49:02.120 --> 1:49:05.120]  It could be an enemy infantry unit, unknown size and type.
[1:49:05.120 --> 1:49:06.120]  Okay.
[1:49:06.120 --> 1:49:12.120]  If I see a group of enemy infantry, and I don't know what size and type it is, it's just an unknown enemy unit.
[1:49:12.120 --> 1:49:16.120]  So we've got terrorists, we've got criminal groups, we've got infantry groups,
[1:49:16.120 --> 1:49:18.120]  and there's an armored vehicle at the enemy house?
[1:49:18.120 --> 1:49:19.120]  Correct.
[1:49:19.120 --> 1:49:23.120]  The symbology ID is ready up here.
[1:49:23.120 --> 1:49:24.120]  This is an armored vehicle.
[1:49:24.120 --> 1:49:25.120]  We've got five units.
[1:49:25.120 --> 1:49:27.120]  Any families that drive this vehicle?
[1:49:27.120 --> 1:49:32.120]  Okay, these guys have plastic handcuffs available.
[1:49:32.120 --> 1:49:34.120]  You'll see it in the gentleman's mouth right there.
[1:49:34.120 --> 1:49:36.120]  He's got a plastic handcuff.
[1:49:36.120 --> 1:49:40.120]  These are handcuffs that are used to control dissidents.
[1:49:40.120 --> 1:49:46.120]  You see, he's turning it into a handcuff by looping one through the other.
[1:49:46.120 --> 1:49:58.120]  And they'll be used to put on persons names.
[1:49:58.120 --> 1:50:03.120]  Basically, this is a place where people are identified.
[1:50:03.120 --> 1:50:07.120]  Here's the plastic handcuffs right here.
[1:50:07.120 --> 1:50:10.120]  We're interfering with the exercise at this point, okay?
[1:50:10.120 --> 1:50:12.120]  They won't tolerate civil disobedience.
[1:50:12.120 --> 1:50:17.120]  This is a place where they're going to use the plastic handcuffs again
[1:50:17.120 --> 1:50:20.120]  to see them right here in the soldier's hands.
[1:50:20.120 --> 1:50:25.120]  This is where people are restrained, identified as possible terrorists.
[1:50:25.120 --> 1:50:33.120]  Let's go, please.
[1:50:33.120 --> 1:50:37.120]  This is a site that we've been warned away from by the people operating this.
[1:50:37.120 --> 1:50:41.120]  They don't want us to see people restrained in handcuffs.
[1:50:41.120 --> 1:50:48.120]  This is something that they don't want us to be able to video.
[1:50:48.120 --> 1:50:53.120]  I'm not going to bring a foreign officer up and have me insulted, okay?
[1:50:53.120 --> 1:50:54.120]  Insulting?
[1:50:54.120 --> 1:50:55.120]  Yeah.
[1:50:55.120 --> 1:50:56.120]  But did I insult him?
[1:50:56.120 --> 1:50:58.120]  Well, I'm not saying you did, but you're getting close, okay?
[1:50:58.120 --> 1:50:59.120]  So I'm not going to do that.
[1:50:59.120 --> 1:51:02.120]  If you're going to intervene, I'll be more than happy to do that.
[1:51:02.120 --> 1:51:03.120]  How did I get close?
[1:51:03.120 --> 1:51:04.120]  I mean, I'm just curious.
[1:51:04.120 --> 1:51:06.120]  You're asking me, you know what you're doing.
[1:51:06.120 --> 1:51:07.120]  So that's all I'm saying.
[1:51:07.120 --> 1:51:08.120]  I was asking about the UN.
[1:51:08.120 --> 1:51:09.120]  Okay.
[1:51:09.120 --> 1:51:11.120]  I'll be the foreign officer for you.
[1:51:11.120 --> 1:51:13.120]  And he was on UN duty.
[1:51:13.120 --> 1:51:16.120]  So a lot of the older people are getting out of the Marines.
[1:51:16.120 --> 1:51:20.120]  Basically, it's all going to a younger type of person.
[1:51:20.120 --> 1:51:22.120]  Oh, they've actually changed.
[1:51:22.120 --> 1:51:33.120]  Well, it's mainly more young people are being involved with the new time of change, a change of time.
[1:51:33.120 --> 1:51:38.120]  So guys, is the main assault about to start?
[1:51:38.120 --> 1:51:39.120]  Pretty soon, here.
[1:51:39.120 --> 1:51:40.120]  Pretty soon.
[1:51:40.120 --> 1:51:44.120]  So they just basically let us see the soft stuff, huh?
[1:51:44.120 --> 1:51:45.120]  Right.
[1:51:45.120 --> 1:51:48.120]  You said right?
[1:51:48.120 --> 1:51:49.120]  Yeah.
[1:51:49.120 --> 1:51:53.120]  So you all are about to go in and take out the terrorist, huh?
[1:51:53.120 --> 1:51:55.120]  Pretty much, yeah.
[1:51:55.120 --> 1:51:56.120]  Pretty much.
[1:51:56.120 --> 1:51:58.120]  Who are the terrorists?
[1:51:58.120 --> 1:51:59.120]  I thought I'm off.
[1:51:59.120 --> 1:52:00.120]  We're really powerful.
[1:52:00.120 --> 1:52:01.120]  Valerie says that.
[1:52:01.120 --> 1:52:04.120]  Who's the main complement of terrorists?
[1:52:04.120 --> 1:52:05.120]  What's that?
[1:52:05.120 --> 1:52:10.120]  I mean, basically, we just saw the soft stuff.
[1:52:10.120 --> 1:52:12.120]  You all are about to go in and do a major assault.
[1:52:12.120 --> 1:52:13.120]  Exactly, yeah.
[1:52:13.120 --> 1:52:14.120]  We're going to go in.
[1:52:14.120 --> 1:52:15.120]  We're going to hit the terrorists.
[1:52:15.120 --> 1:52:16.120]  Take them out.
[1:52:16.120 --> 1:52:17.120]  They've been causing some problems.
[1:52:17.120 --> 1:52:20.120]  Roll them with the vehicles for support.
[1:52:20.120 --> 1:52:22.120]  Who are the terrorists?
[1:52:22.120 --> 1:52:23.120]  Who are the terrorists?
[1:52:23.120 --> 1:52:24.120]  Yeah.
[1:52:24.120 --> 1:52:25.120]  They got a faction in there.
[1:52:25.120 --> 1:52:26.120]  It's causing some trouble.
[1:52:26.120 --> 1:52:28.120]  Is that the orange?
[1:52:28.120 --> 1:52:29.120]  What's that?
[1:52:29.120 --> 1:52:30.120]  The orange group.
[1:52:30.120 --> 1:52:31.120]  You're green and they're orange?
[1:52:31.120 --> 1:52:36.120]  They're green for us.
[1:52:36.120 --> 1:52:40.120]  So basically, what's going on right now?
[1:52:40.120 --> 1:52:41.120]  The other forces can't handle it.
[1:52:41.120 --> 1:52:43.120]  They're about to send you all in?
[1:52:43.120 --> 1:52:44.120]  Exactly, exactly.
[1:52:44.120 --> 1:52:46.120]  One bot is going to be sending us in.
[1:52:46.120 --> 1:52:50.120]  And we're going to hit the last two buildings where the faction is going to be held at.
[1:52:50.120 --> 1:52:52.120]  And we're going to rush in there with our scouts.
[1:52:52.120 --> 1:52:54.120]  We're going to hit them hard, take them out.
[1:52:54.120 --> 1:52:57.120]  So you all are doing almost like a SWAT type city exercise.
[1:52:57.120 --> 1:52:58.120]  Right.
[1:52:58.120 --> 1:53:00.120]  So you're doing special weapons and tactics?
[1:53:00.120 --> 1:53:01.120]  Exactly.
[1:53:01.120 --> 1:53:02.120]  Just like police?
[1:53:02.120 --> 1:53:03.120]  Yeah.
[1:53:03.120 --> 1:53:05.120]  But with bigger, more firepower?
[1:53:05.120 --> 1:53:06.120]  Pretty much like SWAT.
[1:53:06.120 --> 1:53:09.120]  We're going to go in, we're going to raid, we're going to hit them hard and we're going to pull out.
[1:53:09.120 --> 1:53:11.120]  So y'all are going in to kill?
[1:53:11.120 --> 1:53:13.120]  This is right now, peacekeeping is going on right now.
[1:53:13.120 --> 1:53:14.120]  Y'all are going in to kill?
[1:53:14.120 --> 1:53:15.120]  Terrorists.
[1:53:15.120 --> 1:53:17.120]  Kill terrorists, right?
[1:53:17.120 --> 1:53:19.120]  Exactly.
[1:53:19.120 --> 1:53:20.120]  Wow.
[1:53:20.120 --> 1:53:22.120]  That's something else.
[1:53:22.120 --> 1:53:23.120]  Mike, let's come up there.
[1:53:23.120 --> 1:53:24.120]  I don't know if I'm getting all this.
[1:53:24.120 --> 1:53:29.120]  I saw some people being arrested and frisked and slammed down on the ground down there at the base.
[1:53:29.120 --> 1:53:30.120]  What's going on there?
[1:53:30.120 --> 1:53:34.120]  They're probably most likely just giving up resistance saying we don't want help.
[1:53:34.120 --> 1:53:36.120]  They're probably pushing people around.
[1:53:36.120 --> 1:53:40.120]  Oh, so during the evacuation period?
[1:53:40.120 --> 1:53:42.120]  You can counter hostiles.
[1:53:42.120 --> 1:53:44.120]  So they forcibly take people to the camp?
[1:53:44.120 --> 1:53:46.120]  If they're being hostile.
[1:53:46.120 --> 1:53:50.120]  What about the folks that are wearing black and are opposing us police officers?
[1:53:50.120 --> 1:53:51.120]  What's their role?
[1:53:51.120 --> 1:53:52.120]  I'm not sure.
[1:53:52.120 --> 1:53:55.120]  They are police officers.
[1:53:55.120 --> 1:53:59.120]  If you might acknowledge those are police officers from the Alameda Police.
[1:53:59.120 --> 1:54:00.120]  So they're police acts?
[1:54:00.120 --> 1:54:04.120]  We have full support for this training operation from the Oakland Police Department, basically
[1:54:04.120 --> 1:54:07.120]  all the civic people here.
[1:54:07.120 --> 1:54:09.120]  Oh, I understand that absolutely.
[1:54:09.120 --> 1:54:11.120]  Marines are just training with the Alameda Police Department.
[1:54:11.120 --> 1:54:15.120]  That's more likely what's going on there, just to get used to working hand in hand with the police force.
[1:54:15.120 --> 1:54:19.120]  That's a lot of what goes on in today's world.
[1:54:19.120 --> 1:54:24.120]  What would you do if people in America were upset about getting their weapons taken away?
[1:54:24.120 --> 1:54:28.120]  Would you guys ever go in and help the government take their weapons away?
[1:54:28.120 --> 1:54:30.120]  We don't have to have this.
[1:54:30.120 --> 1:54:31.120]  I don't know.
[1:54:31.120 --> 1:54:32.120]  I won't answer that question.
[1:54:32.120 --> 1:54:33.120]  Okay.
[1:54:33.120 --> 1:54:34.120]  We'll turn the camera off.
[1:54:34.120 --> 1:54:38.120]  Well, that's Oakland, California, ladies and gentlemen.
[1:54:38.120 --> 1:54:40.120]  Now let's go to some listening devices.
[1:54:40.120 --> 1:54:45.120]  Cameras on the street corners and armored personnel carriers in the hands of your local police.
[1:54:45.120 --> 1:54:48.120]  So, Officer, you're on the Austin City SWAT team?
